計畫名稱,鑽孔編號,取樣編號,上限深度(公尺),下限深度(公尺),統一土壤分類,含水量(%),液性限度(%),塑性指數(%),比重,礫石(%),砂(%),粉土(%),黏土(%),統體單位重(t/m3),空隙比,座標系統,孔口X座標,孔口Y座標,N_value,SPTN_ori,Confidence(%),_matched,TWD97_X,TWD97_Y,water_depth(m),鑽孔地表高程
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0022,S-12-2,17.55,18,CL,40.5,41,19,2.723,0,1,58,41,1.68,1.28,TW97,308151.35,2772932.69,5,,,,308151.35,2772932.69,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0022,S-13-2,19.05,19.5,CL,33.7,43,19,2.735,0,0,45,55,1.82,1.01,TW97,308151.35,2772932.69,3,,,,308151.35,2772932.69,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0022,S-14-2,20.55,21,CL,35.5,38,14,2.711,0,6,71,23,1.78,1.06,TW97,308151.35,2772932.69,3,,,,308151.35,2772932.69,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0022,S-15-2,22.05,22.5,CL,28.4,45,20,2.677,0,0,42,58,1.89,0.82,TW97,308151.35,2772932.69,2,,,,308151.35,2772932.69,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0022,S-16-2,23.55,24,CL,33.7,41,18,2.742,0,0,54,46,1.81,1.03,TW97,308151.35,2772932.69,4,,,,308151.35,2772932.69,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0022,S-17-2,25.05,25.5,CL,28.9,43,19,2.694,0,0,62,38,1.85,0.88,TW97,308151.35,2772932.69,4,,,,308151.35,2772932.69,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0022,S-18-2,26.55,27,CL,23.5,42,17,2.683,0,2,64,34,1.87,0.77,TW97,308151.35,2772932.69,2,,,,308151.35,2772932.69,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0022,S-19-2,28.05,28.5,CL,26,42,18,2.666,0,0,59,41,1.89,0.78,TW97,308151.35,2772932.69,7,,,,308151.35,2772932.69,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0022,S-20-2,30,30.45,CL,26.6,46,23,2.651,0,0,52,48,1.73,0.94,TW97,308151.35,2772932.69,4,,,,308151.35,2772932.69,2.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-1-2,1.05,1.5,SM,16.5,－,NP,2.629,32,38,26,4,1.91,0.6,TW97,308154.21,2771891.88,4,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-2-2,2.55,3,CL,32.2,32,13,2.682,0,17,54,29,1.69,1.1,TW97,308154.21,2771891.88,2,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-3-2,4.05,4.5,CL,31.1,30,12,2.694,0,29,50,21,1.86,0.9,TW97,308154.21,2771891.88,1,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-4-2,5.55,6,SM,24.6,－,NP,2.65,0,60,30,10,1.81,0.82,TW97,308154.21,2771891.88,4,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-5-2,7.05,7.5,SM,31.7,－,NP,2.653,0,58,34,8,1.8,0.94,TW97,308154.21,2771891.88,2,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-6-2,8.55,9,ML,35.1,－,NP,2.65,0,49,39,12,1.85,0.94,TW97,308154.21,2771891.88,3,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-7-2,10.05,10.5,SM,28.9,－,NP,2.666,0,74,22,4,1.78,0.93,TW97,308154.21,2771891.88,5,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-8-2,11.55,12,CL,44.4,33,12,2.669,0,3,68,29,1.73,1.23,TW97,308154.21,2771891.88,1,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-9-2,13.05,13.5,CL,41.6,34,12,2.682,0,12,65,23,1.73,1.2,TW97,308154.21,2771891.88,1,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-10-2,14.55,15,SP-SM,24.1,－,NP,2.65,0,90,5,5,1.85,0.78,TW97,308154.21,2771891.88,18,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-11-2,16.05,16.5,CL,41.6,38,17,2.725,0,3,55,42,1.82,1.13,TW97,308154.21,2771891.88,4,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-12-2,17.55,18,CL,37.8,40,21,2.728,0,2,59,39,1.76,1.14,TW97,308154.21,2771891.88,3,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-13-2,19.05,19.5,CL,37.6,40,19,2.728,0,6,53,41,1.8,1.09,TW97,308154.21,2771891.88,4,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-14-2,20.55,21,CL,31.3,37,18,2.736,0,5,62,33,1.84,0.95,TW97,308154.21,2771891.88,5,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-15-2,22.05,22.5,CL,33.1,39,18,2.721,0,8,57,35,1.78,1.03,TW97,308154.21,2771891.88,6,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-16-2,23.55,24,CL,31.5,37,14,2.725,0,2,66,32,1.92,0.87,TW97,308154.21,2771891.88,7,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-17-2,25.05,25.5,CL,33.6,42,22,2.753,0,2,52,46,1.8,1.04,TW97,308154.21,2771891.88,6,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-18-2,26.55,27,CL,30.9,38,19,2.711,0,2,66,32,1.81,0.96,TW97,308154.21,2771891.88,7,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-19-2,28.05,28.5,CL,34.2,43,18,2.724,0,1,55,44,1.79,1.04,TW97,308154.21,2771891.88,6,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0024,S-20-2,30,30.45,CL,30.9,36,15,2.673,0,7,69,24,1.84,0.9,TW97,308154.21,2771891.88,6,,,,308154.21,2771891.88,2.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-1-2,1.05,1.5,CL,32.4,32,13,2.672,6,34,32,28,1.78,0.99,TW97,307873.64,2774630.14,5,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-2-2,2.55,3,CL,26.2,34,13,2.701,23,21,29,27,1.94,0.76,TW97,307873.64,2774630.14,2,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-3-2,4.05,4.5,CL,34.8,30,14,2.655,0,18,65,17,1.79,1,TW97,307873.64,2774630.14,2,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-4-2,5.55,6,SM,31,－,NP,2.629,0,84,12,4,1.67,1.06,TW97,307873.64,2774630.14,5,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-5-2,7.05,7.5,SM,27.4,－,NP,2.685,1,83,13,3,1.64,1.09,TW97,307873.64,2774630.14,2,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-6-2,8.55,9,CL,38.2,38,16,2.75,0,1,65,34,1.68,1.26,TW97,307873.64,2774630.14,1,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-7-2,10.05,10.5,CL,40.9,34,15,2.749,0,0,62,38,1.73,1.24,TW97,307873.64,2774630.14,1,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-8-2,11.55,12,CL,41.7,35,15,2.737,0,0,62,38,1.69,1.29,TW97,307873.64,2774630.14,1,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-9-2,13.05,13.5,CL,45.5,41,20,2.761,0,0,50,50,1.64,1.45,TW97,307873.64,2774630.14,1,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-10-2,14.55,15,CL,48.9,44,23,2.65,0,0,45,55,1.63,1.42,TW97,307873.64,2774630.14,1,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-11-2,16.05,16.5,CL,36.6,39,20,2.711,0,1,65,34,1.7,1.18,TW97,307873.64,2774630.14,1,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-12-2,17.55,18,CL,47.1,42,20,2.736,0,0,52,48,1.62,1.48,TW97,307873.64,2774630.14,1,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-13-2,19.05,19.5,CL,47,43,21,2.712,0,0,55,45,1.69,1.36,TW97,307873.64,2774630.14,1,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-14-2,20.55,21,CL,42.5,43,19,2.717,0,1,54,45,1.59,1.44,TW97,307873.64,2774630.14,1,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-15-2,22.05,22.5,CL,45.4,44,21,2.71,0,0,55,45,1.67,1.36,TW97,307873.64,2774630.14,1,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-16-2,23.55,24,CL,41.4,41,20,2.733,0,1,58,41,1.65,1.34,TW97,307873.64,2774630.14,1,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-17-2,25.05,25.5,CL,37.7,39,22,2.744,0,1,65,34,1.75,1.16,TW97,307873.64,2774630.14,1,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-18-2,26.55,27,CL,41.7,38,19,2.75,0,1,64,35,1.68,1.32,TW97,307873.64,2774630.14,1,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-19-2,28.05,28.5,CL,41.3,37,20,2.703,0,2,62,36,1.71,1.23,TW97,307873.64,2774630.14,2,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-20-2,29.55,30,CL,41.3,37,19,2.709,0,16,48,36,1.7,1.25,TW97,307873.64,2774630.14,6,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-21-2,31.05,31.5,CL,20.9,38,19,2.703,0,12,55,33,1.99,0.64,TW97,307873.64,2774630.14,13,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-22-2,32.55,33,ML,21.1,－,NP,2.705,0,39,49,12,1.96,0.67,TW97,307873.64,2774630.14,14,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-23-2,34.05,34.5,CL,35.3,40,21,2.715,0,11,51,38,1.86,0.97,TW97,307873.64,2774630.14,10,,,,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0025,S-24-2,35.55,36,ML,23.7,－,NP,2.713,0,38,51,11,1.99,0.69,TW97,307873.64,2774630.14,9,,,,307873.64,2774630.14,1.3,787.6
,037790031061005_NH0025,,36.07,36.69,,,,,,,,,,,,,,,>50,Oct-50,70.09,FALSE,307873.64,2774630.14,1.3,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-1-2,1.05,1.5,CL,26.9,40,22,2.686,0,8,51,41,1.87,0.82,TW97,308036.73,2774461.73,4,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-2-2,2.55,3,CL,38,44,21,2.701,0,2,53,45,1.8,1.07,TW97,308036.73,2774461.73,2,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-3-2,4.05,4.5,CL,42.7,43,21,2.732,0,1,54,45,1.73,1.25,TW97,308036.73,2774461.73,1,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-4-2,5.55,6,CL,44.3,38,19,2.72,0,2,65,33,1.68,1.34,TW97,308036.73,2774461.73,1,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-5-2,7.05,7.5,CL,44.8,35,17,2.7,0,3,63,34,1.69,1.31,TW97,308036.73,2774461.73,1,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-6-2,8.55,9,CL,52.2,35,16,2.694,0,6,58,36,1.6,1.56,TW97,308036.73,2774461.73,1,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-7-2,10.05,10.5,CL,45,39,15,2.711,0,1,56,43,1.58,1.49,TW97,308036.73,2774461.73,1,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-8-2,11.55,12,CL,43.4,38,15,2.712,0,3,56,41,1.73,1.25,TW97,308036.73,2774461.73,1,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-9-2,13.05,13.5,CL,40.4,39,20,2.717,0,3,56,41,1.65,1.31,TW97,308036.73,2774461.73,2,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-10-2,14.55,15,CL,59.5,37,18,2.602,0,14,51,35,1.62,1.56,TW97,308036.73,2774461.73,4,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-11-2,16.05,16.5,CL,48.7,43,22,2.736,0,1,40,59,1.65,1.47,TW97,308036.73,2774461.73,3,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-12-2,17.55,18,CL,45.9,45,21,2.761,0,0,40,60,1.71,1.36,TW97,308036.73,2774461.73,3,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-13-2,19.05,19.5,CL,45.6,42,19,2.751,0,0,48,52,1.58,1.54,TW97,308036.73,2774461.73,1,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-14-2,20.55,21,CL,44.3,43,20,2.75,0,0,44,56,1.59,1.5,TW97,308036.73,2774461.73,2,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-15-2,22.05,22.5,CL,42.3,40,21,2.742,0,0,57,43,1.65,1.36,TW97,308036.73,2774461.73,1,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-16-2,23.55,24,CL,41.4,46,25,2.753,0,0,47,53,1.78,1.19,TW97,308036.73,2774461.73,4,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-17-2,25.05,25.5,CL,40,44,23,2.754,0,0,52,48,1.86,1.1,TW97,308036.73,2774461.73,11,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-18-2,26.55,27,CL,36.8,39,21,2.754,0,3,61,36,1.76,1.14,TW97,308036.73,2774461.73,1,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-19-2,28.05,28.5,CL,45.2,42,19,2.758,0,0,59,41,1.75,1.29,TW97,308036.73,2774461.73,2,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-20-2,29.55,30,SM,34.2,－,NP,2.688,10,64,19,7,1.81,0.99,TW97,308036.73,2774461.73,6,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-21-2,31.05,31.5,SW-SM,25.2,－,NP,2.701,19,70,10,1,1.91,0.77,TW97,308036.73,2774461.73,21,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-22-2,32.55,33,SM,17.4,－,NP,2.691,19,52,21,8,1.91,0.65,TW97,308036.73,2774461.73,16,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-23-2,34.05,34.5,CL,24.4,31,18,2.682,0,39,43,18,2.02,0.65,TW97,308036.73,2774461.73,9,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-24-2,35.55,36,CL,22,36,14,2.687,0,5,62,33,1.85,0.77,TW97,308036.73,2774461.73,13,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-25-2,37.05,37.5,CL,25.9,30,15,2.709,0,14,58,28,2,0.71,TW97,308036.73,2774461.73,8,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-26-2,38.55,39,CL,28.4,36,16,2.722,0,7,58,35,1.91,0.83,TW97,308036.73,2774461.73,14,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0026,S-27-2,40,40.45,CL,32.6,40,21,2.728,0,1,44,55,1.91,0.89,TW97,308036.73,2774461.73,10,,,,308036.73,2774461.73,1.6,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-1-2,1.05,1.5,CL,21,38,15,2.676,0,28,41,31,1.71,0.89,TW97,307343.93,2774713.55,3,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-2-2,2.55,3,CL,38.3,43,21,2.701,0,1,49,50,1.74,1.15,TW97,307343.93,2774713.55,1,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-3-2,4.05,4.5,CL,40.9,40,22,2.733,0,0,54,46,1.73,1.23,TW97,307343.93,2774713.55,1,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-4-2,5.55,6,CL,44.1,41,22,2.743,0,0,58,42,1.7,1.33,TW97,307343.93,2774713.55,1,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-5-2,7.05,7.5,CL,34.5,35,19,2.727,0,0,76,24,1.74,1.11,TW97,307343.93,2774713.55,1,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-6-2,8.55,9,CL,32.2,36,18,2.735,0,1,72,27,1.82,0.99,TW97,307343.93,2774713.55,1,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-7-2,10.05,10.5,CL,39.4,32,15,2.742,0,0,69,31,1.71,1.24,TW97,307343.93,2774713.55,1,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-8-2,11.55,12,CL,38.7,43,17,2.759,0,0,57,43,1.69,1.26,TW97,307343.93,2774713.55,1,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-9-2,13.05,13.5,ML,40.6,44,17,2.75,0,0,54,46,1.7,1.27,TW97,307343.93,2774713.55,1,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-10-2,14.55,15,CL,46.6,42,21,2.764,0,0,45,55,1.65,1.46,TW97,307343.93,2774713.55,1,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-11-2,16.05,16.5,CL,47.9,43,20,2.74,0,1,48,51,1.62,1.5,TW97,307343.93,2774713.55,1,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-12-2,17.55,18,CL,45.6,43,21,2.761,0,1,48,51,1.58,1.54,TW97,307343.93,2774713.55,1,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-13-2,19.05,19.5,CL,34.7,40,19,2.759,0,1,55,44,1.57,1.37,TW97,307343.93,2774713.55,1,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-14-2,20.55,21,CL,43.2,43,18,2.765,0,0,45,55,1.57,1.52,TW97,307343.93,2774713.55,2,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-15-2,22.05,22.5,CL,46.9,41,22,2.743,0,0,49,51,1.56,1.58,TW97,307343.93,2774713.55,2,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-16-2,23.55,24,CL,49.4,40,23,2.754,0,0,43,57,1.63,1.52,TW97,307343.93,2774713.55,2,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-17-2,25.05,25.5,CL,38.5,39,17,2.747,0,0,58,42,1.65,1.31,TW97,307343.93,2774713.55,4,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-18-2,26.55,27,CL,34,38,17,2.741,0,1,62,37,1.67,1.2,TW97,307343.93,2774713.55,3,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-19-2,28.05,28.5,CL,41.4,35,16,2.733,0,0,64,36,1.57,1.46,TW97,307343.93,2774713.55,4,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-20-2,29.55,30,CL,32.8,33,15,2.737,0,1,74,25,1.78,1.04,TW97,307343.93,2774713.55,4,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-21-2,31.05,31.5,CL,40.5,43,19,2.737,0,2,47,51,1.64,1.34,TW97,307343.93,2774713.55,4,,,,307343.93,2774713.55,1.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作-2,037790031061005_NH0027,S-22-2,32.55,33,CL,44.7,41,20,2.751,0,0,50,50,1.59,1.5,TW97,307343.93,2774713.55,4,,,,307343.93,2774713.55,1.8,787.6
